dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
11;07/03/2021;2;0;0;0
11;08/03/2021;5;0;4;5
11;09/03/2021;2;0;1;5
11;10/03/2021;5;1;1;6
11;11/03/2021;7;2;3;9
11;12/03/2021;1;1;1;3
11;13/03/2021;1;0;1;4
11;14/03/2021;1;0;0;0
11;15/03/2021;6;2;0;1
11;16/03/2021;0;0;0;3
11;17/03/2021;8;0;1;3
11;18/03/2021;6;0;0;3
11;19/03/2021;3;1;2;4
11;20/03/2021;4;0;0;1
11;21/03/2021;3;0;0;0
11;22/03/2021;8;0;4;4
11;23/03/2021;9;1;1;4
11;24/03/2021;6;3;3;6
11;25/03/2021;11;0;1;2
11;26/03/2021;18;5;1;7
11;27/03/2021;3;2;0;2
11;28/03/2021;1;2;0;1
11;29/03/2021;4;1;2;1
11;30/03/2021;12;0;4;5
11;31/03/2021;16;3;1;2
11;01/04/2021;5;1;3;4
11;02/04/2021;6;0;4;1
11;03/04/2021;4;0;1;4
11;04/04/2021;14;5;2;2
11;05/04/2021;5;1;1;0
11;06/04/2021;3;1;3;12
11;07/04/2021;7;0;0;5
11;08/04/2021;16;1;6;8
11;09/04/2021;10;2;6;8
11;10/04/2021;6;0;2;1
11;11/04/2021;6;2;0;0
11;12/04/2021;8;3;1;6
11;13/04/2021;4;2;0;11
11;14/04/2021;6;0;3;3
11;15/04/2021;6;0;3;5
11;16/04/2021;3;1;0;4
11;17/04/2021;5;2;0;7
11;18/04/2021;7;0;0;0
11;19/04/2021;10;3;1;6
11;20/04/2021;6;2;3;5
11;21/04/2021;3;2;2;4
11;22/04/2021;7;0;1;4
11;23/04/2021;2;0;1;6
11;24/04/2021;13;2;0;5
11;25/04/2021;11;1;1;2
11;26/04/2021;6;2;2;1
11;27/04/2021;3;0;1;7
11;28/04/2021;7;3;1;8
11;29/04/2021;7;1;3;10
11;30/04/2021;1;1;2;6
11;01/05/2021;9;0;1;4
11;02/05/2021;1;0;2;1
11;03/05/2021;4;0;0;7
11;04/05/2021;5;2;1;12
11;05/05/2021;5;2;1;16
11;06/05/2021;10;3;1;3
11;07/05/2021;6;1;3;8
11;08/05/2021;6;1;1;1
11;09/05/2021;0;0;0;0
11;10/05/2021;10;2;3;4
11;11/05/2021;2;3;1;8
11;12/05/2021;4;0;0;15
11;13/05/2021;8;0;0;5
11;14/05/2021;3;1;0;2
11;15/05/2021;6;0;1;7
11;16/05/2021;5;2;1;2
11;17/05/2021;1;0;0;1
11;18/05/2021;2;2;1;12
11;19/05/2021;1;0;0;2
11;20/05/2021;1;1;1;2
11;21/05/2021;3;0;2;7
11;22/05/2021;4;1;0;2
11;23/05/2021;0;0;0;0
11;24/05/2021;0;0;0;0
11;25/05/2021;3;0;0;2
11;26/05/2021;1;2;1;15
11;27/05/2021;0;0;0;5
11;28/05/2021;2;0;0;0
11;29/05/2021;1;0;1;1
11;30/05/2021;0;0;0;1
11;31/05/2021;2;0;0;0
11;01/06/2021;0;0;1;0
11;02/06/2021;1;1;0;1
11;03/06/2021;1;0;2;7
11;04/06/2021;2;0;0;0
11;05/06/2021;2;0;1;7
11;06/06/2021;0;0;0;0
11;07/06/2021;1;0;0;2
11;08/06/2021;0;1;0;1
11;09/06/2021;4;0;0;6
11;10/06/2021;2;1;0;9
11;11/06/2021;0;0;0;1
11;12/06/2021;0;0;1;0
11;13/06/2021;0;0;0;0
11;14/06/2021;1;0;1;1
11;15/06/2021;1;0;0;1
11;16/06/2021;0;0;0;1
11;17/06/2021;1;1;0;2
11;18/06/2021;0;0;0;3
11;19/06/2021;1;0;0;0
11;20/06/2021;0;0;0;0
11;21/06/2021;0;0;0;1
11;22/06/2021;0;0;0;1
11;23/06/2021;0;0;0;1
11;24/06/2021;1;0;0;3
11;25/06/2021;1;0;0;1
11;26/06/2021;0;0;0;2
11;27/06/2021;0;0;0;0
11;28/06/2021;0;0;1;0
11;29/06/2021;1;0;0;1
11;30/06/2021;0;0;0;8
11;01/07/2021;0;0;0;0
11;02/07/2021;0;0;0;0
11;03/07/2021;0;0;0;0
11;04/07/2021;0;0;0;0
11;05/07/2021;0;0;0;0
11;06/07/2021;0;0;0;1
11;07/07/2021;0;0;0;1
11;08/07/2021;0;0;0;0
11;09/07/2021;1;0;0;0
11;10/07/2021;0;0;0;0
11;11/07/2021;0;0;0;0
11;12/07/2021;3;0;0;0
11;13/07/2021;0;0;0;0
11;14/07/2021;0;0;0;1
11;15/07/2021;0;0;0;0
11;16/07/2021;0;0;0;2
11;17/07/2021;1;0;0;0
11;18/07/2021;0;0;0;0
11;19/07/2021;5;1;0;1
11;20/07/2021;0;0;0;0
11;21/07/2021;0;1;0;1
11;22/07/2021;2;1;0;1
11;23/07/2021;5;1;0;2
11;24/07/2021;0;0;0;0
11;25/07/2021;4;0;0;0
11;26/07/2021;6;0;0;2
11;27/07/2021;7;1;0;2
11;28/07/2021;6;1;0;2
11;29/07/2021;11;1;0;5
11;30/07/2021;9;0;0;6
11;31/07/2021;5;1;0;2
11;01/08/2021;2;2;1;0
11;02/08/2021;9;2;0;2
11;03/08/2021;6;1;0;2
11;04/08/2021;9;1;0;1
11;05/08/2021;11;1;2;2
11;06/08/2021;5;3;0;2
11;07/08/2021;6;2;0;12
11;08/08/2021;6;0;0;2
11;09/08/2021;1;0;0;7
11;10/08/2021;8;2;1;5
11;11/08/2021;5;1;0;3
11;12/08/2021;11;0;1;2
11;13/08/2021;11;1;1;5
11;14/08/2021;2;0;0;3
11;15/08/2021;8;1;1;1
11;16/08/2021;7;1;1;3
11;17/08/2021;14;5;1;7
11;18/08/2021;9;3;2;11
11;19/08/2021;11;2;2;5
11;20/08/2021;9;2;0;6
11;21/08/2021;4;1;1;4
11;22/08/2021;3;0;0;0
11;23/08/2021;11;4;3;7
11;24/08/2021;7;1;2;3
11;25/08/2021;3;0;1;7
11;26/08/2021;4;1;1;8
11;27/08/2021;8;0;1;11
11;28/08/2021;4;0;3;3
11;29/08/2021;1;1;0;1
11;30/08/2021;8;1;0;8
11;31/08/2021;2;1;1;3
11;01/09/2021;7;1;0;2
11;02/09/2021;2;0;0;3
11;03/09/2021;3;2;0;2
11;04/09/2021;4;0;0;10
11;05/09/2021;3;0;0;5
11;06/09/2021;4;0;2;4
11;07/09/2021;4;1;1;2
11;08/09/2021;5;2;0;5
11;09/09/2021;3;1;0;5
11;10/09/2021;3;0;0;5
11;11/09/2021;3;1;0;4
11;12/09/2021;2;0;0;1
11;13/09/2021;6;1;3;6
11;14/09/2021;2;1;0;1
11;15/09/2021;4;0;1;5
11;16/09/2021;2;1;0;3
11;17/09/2021;4;3;0;6
11;18/09/2021;1;0;0;3
11;19/09/2021;2;0;0;1
11;20/09/2021;1;0;1;2
11;21/09/2021;0;1;0;7
11;22/09/2021;0;0;0;2
11;23/09/2021;0;1;1;3
11;24/09/2021;1;0;0;3
11;25/09/2021;0;0;0;3
11;26/09/2021;0;0;0;0
11;27/09/2021;0;0;1;1
11;28/09/2021;0;0;0;0
11;29/09/2021;3;1;0;1
11;30/09/2021;0;0;0;1
11;01/10/2021;1;0;0;2
11;02/10/2021;1;0;0;0
11;03/10/2021;0;0;0;0
11;04/10/2021;0;0;0;2
11;05/10/2021;0;0;0;0
11;06/10/2021;3;0;0;1
11;07/10/2021;0;0;1;1
11;08/10/2021;0;0;0;3
11;09/10/2021;0;0;0;0
11;10/10/2021;0;0;0;0
11;11/10/2021;3;0;0;1
11;12/10/2021;2;0;0;6
11;13/10/2021;0;0;0;1
11;14/10/2021;2;1;0;1
11;15/10/2021;3;0;1;3
11;16/10/2021;1;0;0;1
11;17/10/2021;1;1;0;0
11;18/10/2021;0;0;1;4
11;19/10/2021;1;0;0;0
11;20/10/2021;1;0;1;0
11;21/10/2021;4;0;0;2
11;22/10/2021;0;0;2;0
11;23/10/2021;0;0;0;2
11;24/10/2021;1;0;0;0
11;25/10/2021;4;0;0;0
11;26/10/2021;2;0;0;0
11;27/10/2021;2;0;0;1
11;28/10/2021;0;0;0;0
11;29/10/2021;2;0;0;2
11;30/10/2021;3;0;0;1
11;31/10/2021;4;1;0;0
11;01/11/2021;0;0;0;0
11;02/11/2021;0;0;1;1
11;03/11/2021;0;0;1;2
11;04/11/2021;0;0;0;6
11;05/11/2021;0;0;1;1
11;06/11/2021;1;0;0;0
11;07/11/2021;0;0;0;0
11;08/11/2021;0;0;0;1
11;09/11/2021;0;1;0;1
11;10/11/2021;2;0;0;1
11;11/11/2021;0;0;0;1
11;12/11/2021;0;0;0;0
11;13/11/2021;0;1;0;1
12;19/03/2020;4;0;1;1
12;20/03/2020;4;0;0;1
12;21/03/2020;1;0;0;1
12;22/03/2020;2;0;0;0
12;23/03/2020;1;0;0;0
12;24/03/2020;6;1;0;1
12;25/03/2020;3;1;0;5
12;26/03/2020;8;2;3;0
12;27/03/2020;6;1;1;3
12;28/03/2020;13;0;1;3
12;29/03/2020;2;0;0;0
12;30/03/2020;10;2;0;3
12;31/03/2020;6;2;0;2
12;01/04/2020;4;0;1;0
12;02/04/2020;9;1;0;3
12;03/04/2020;13;1;1;2
12;04/04/2020;10;2;2;5
12;05/04/2020;3;0;2;3
12;06/04/2020;6;0;0;1
12;07/04/2020;4;0;1;7
12;08/04/2020;3;0;1;5
12;09/04/2020;4;1;1;3
12;10/04/2020;7;2;2;6
12;11/04/2020;8;0;0;2
12;12/04/2020;2;0;1;0
12;13/04/2020;3;0;1;1
12;14/04/2020;1;0;0;2
12;15/04/2020;3;0;0;4
12;16/04/2020;1;0;0;1
12;17/04/2020;5;0;0;2
12;18/04/2020;8;0;0;2
12;19/04/2020;1;0;0;2
12;20/04/2020;4;0;0;1
12;21/04/2020;1;0;1;2
12;22/04/2020;3;0;0;6
12;23/04/2020;3;0;0;6
12;24/04/2020;0;0;0;13
12;25/04/2020;0;0;0;2
12;26/04/2020;0;0;0;0
12;27/04/2020;0;0;0;0
12;28/04/2020;0;0;0;3
12;29/04/2020;0;0;1;2
12;30/04/2020;1;0;1;4
12;01/05/2020;0;0;0;5
12;02/05/2020;0;0;0;4
12;03/05/2020;0;0;0;0
12;04/05/2020;0;0;0;0
12;05/05/2020;0;0;0;3
12;06/05/2020;2;0;0;1
12;07/05/2020;0;0;0;0
12;08/05/2020;0;0;0;0
12;09/05/2020;0;0;0;1
12;10/05/2020;0;0;0;0
12;11/05/2020;0;0;0;0
12;12/05/2020;0;0;0;1
12;13/05/2020;1;0;0;0
12;14/05/2020;0;0;1;2
12;15/05/2020;0;0;0;0
12;16/05/2020;0;0;0;4
12;17/05/2020;0;0;0;0
12;18/05/2020;0;0;0;0
12;19/05/2020;0;0;0;0
12;20/05/2020;0;0;0;0
12;21/05/2020;0;0;0;0
12;22/05/2020;1;0;0;4
12;23/05/2020;0;0;0;0
12;24/05/2020;0;0;0;0
12;25/05/2020;0;0;0;0
12;26/05/2020;0;0;0;0
12;27/05/2020;0;0;0;0
12;28/05/2020;0;0;1;1
12;29/05/2020;0;0;0;0
12;30/05/2020;0;0;0;4
12;31/05/2020;0;0;0;0
12;01/06/2020;0;0;0;0
12;02/06/2020;0;0;0;0
12;03/06/2020;0;0;0;0
12;04/06/2020;0;0;0;0
12;05/06/2020;0;0;0;0
12;06/06/2020;0;0;0;0
12;07/06/2020;0;0;0;0
12;08/06/2020;0;0;0;0
12;09/06/2020;0;0;0;0
12;10/06/2020;0;0;0;0
12;11/06/2020;0;0;0;1
12;12/06/2020;0;0;0;0
12;13/06/2020;0;0;0;0
12;14/06/2020;0;0;0;0
12;15/06/2020;0;0;0;5
12;16/06/2020;0;0;0;0
12;17/06/2020;0;0;0;0
12;18/06/2020;0;0;0;0
12;19/06/2020;0;0;0;0
12;20/06/2020;0;0;0;0
12;21/06/2020;0;0;0;0
12;22/06/2020;0;0;0;0
12;23/06/2020;0;0;0;0
12;24/06/2020;0;0;0;0
12;25/06/2020;0;0;0;0
12;26/06/2020;0;0;0;0
12;27/06/2020;0;0;0;0
12;28/06/2020;0;0;0;0
12;29/06/2020;0;0;0;0
12;30/06/2020;0;0;0;0
12;01/07/2020;0;0;0;0
12;02/07/2020;0;0;0;0
12;03/07/2020;0;0;0;0
12;04/07/2020;0;0;0;0
12;05/07/2020;0;0;0;0
12;06/07/2020;0;0;0;0
12;07/07/2020;0;0;0;0
12;08/07/2020;0;0;0;0
12;09/07/2020;0;0;0;0
12;10/07/2020;0;0;0;0
12;11/07/2020;0;0;0;0
12;12/07/2020;0;0;0;0
12;13/07/2020;0;0;0;0
12;14/07/2020;0;0;0;0
12;15/07/2020;0;0;0;0
12;16/07/2020;0;0;0;0
12;17/07/2020;0;0;0;0
12;18/07/2020;0;0;0;0
12;19/07/2020;0;0;0;0
12;20/07/2020;0;0;0;0
12;21/07/2020;0;0;0;0
12;22/07/2020;0;0;0;0
12;23/07/2020;0;0;0;0
12;24/07/2020;0;0;0;0
12;25/07/2020;0;0;0;1
12;26/07/2020;0;0;0;0
12;27/07/2020;2;0;0;0
12;28/07/2020;0;0;0;0
12;29/07/2020;0;0;0;0
12;30/07/2020;1;0;0;0
12;31/07/2020;2;1;0;0
12;01/08/2020;1;0;0;0
12;02/08/2020;0;0;0;0
12;03/08/2020;0;0;0;0
12;04/08/2020;0;0;0;0
12;05/08/2020;1;0;0;4
12;06/08/2020;1;0;0;0
12;07/08/2020;0;0;0;0
12;08/08/2020;0;0;0;0
12;09/08/2020;0;0;0;0
12;10/08/2020;0;0;0;0
12;11/08/2020;1;0;0;0
12;12/08/2020;0;0;0;0
12;13/08/2020;0;0;0;0
12;14/08/2020;0;0;0;0
12;15/08/2020;0;0;0;0
12;16/08/2020;0;0;0;0
12;17/08/2020;0;0;0;1
12;18/08/2020;0;0;0;1
12;19/08/2020;0;0;0;0
12;20/08/2020;0;0;0;0
12;21/08/2020;1;0;0;0
12;22/08/2020;1;0;0;0
12;23/08/2020;0;0;0;0
12;24/08/2020;0;1;0;1
12;25/08/2020;0;0;0;0
12;26/08/2020;0;0;0;0
12;27/08/2020;0;0;0;0
12;28/08/2020;0;0;0;0
12;29/08/2020;0;0;0;0
12;30/08/2020;0;0;0;0
12;31/08/2020;2;0;0;0
12;01/09/2020;0;0;0;0
12;02/09/2020;2;0;0;0
12;03/09/2020;0;0;0;0
12;04/09/2020;1;0;0;2
12;05/09/2020;0;0;0;1
12;06/09/2020;1;0;0;0
12;07/09/2020;2;0;0;2
12;08/09/2020;1;0;0;0
12;09/09/2020;0;0;0;1
12;10/09/2020;2;0;0;0
12;11/09/2020;1;0;0;0
12;12/09/2020;1;0;0;1
12;13/09/2020;0;0;0;0
12;14/09/2020;4;1;0;0
12;15/09/2020;0;0;0;0
12;16/09/2020;0;1;0;0
12;17/09/2020;2;1;1;0
12;18/09/2020;3;1;0;0
12;19/09/2020;0;0;0;0
12;20/09/2020;0;0;0;0
12;21/09/2020;2;2;0;0
12;22/09/2020;2;0;0;5
12;23/09/2020;1;0;1;2
12;24/09/2020;2;0;0;2
12;25/09/2020;2;0;0;2
12;26/09/2020;1;1;0;1
12;27/09/2020;0;1;0;0
12;28/09/2020;1;1;0;0
12;29/09/2020;2;0;0;2
12;30/09/2020;1;0;0;1
12;01/10/2020;4;0;0;2
12;02/10/2020;2;0;0;0
12;03/10/2020;0;1;0;2
12;04/10/2020;1;0;0;1
12;05/10/2020;1;0;0;0
12;06/10/2020;0;0;0;3
12;07/10/2020;2;0;0;1
12;08/10/2020;4;1;0;1
12;09/10/2020;1;1;0;1
12;10/10/2020;3;0;0;1
12;11/10/2020;2;0;2;1
12;12/10/2020;3;0;0;0
12;13/10/2020;3;1;0;0
12;14/10/2020;5;1;1;0
12;15/10/2020;2;0;1;3
12;16/10/2020;6;1;1;1
12;17/10/2020;3;1;3;3
12;18/10/2020;2;0;1;1
12;19/10/2020;4;0;0;1
12;20/10/2020;0;0;0;0
12;21/10/2020;4;2;0;0
12;22/10/2020;8;1;1;2
12;23/10/2020;7;0;0;3
12;24/10/2020;2;1;0;4
12;25/10/2020;20;0;0;2
12;26/10/2020;12;0;2;2
12;27/10/2020;6;1;0;5
12;28/10/2020;9;0;2;2
12;29/10/2020;7;0;5;3
12;30/10/2020;11;2;0;4
12;31/10/2020;15;1;2;2
12;01/11/2020;7;1;1;1
12;02/11/2020;8;0;3;0
12;03/11/2020;13;1;2;8
12;04/11/2020;10;1;0;8
12;05/11/2020;17;1;2;10
12;06/11/2020;9;4;1;11
12;07/11/2020;7;0;2;4
12;08/11/2020;10;0;3;6
12;09/11/2020;7;0;1;0
12;10/11/2020;18;0;0;2
12;11/11/2020;9;0;2;6
12;12/11/2020;8;2;0;2
12;13/11/2020;7;0;2;7
12;14/11/2020;18;0;1;4
12;15/11/2020;1;1;2;4
12;16/11/2020;13;2;4;2
12;17/11/2020;23;0;5;22
12;18/11/2020;9;1;3;16
12;19/11/2020;9;0;5;20
12;20/11/2020;4;1;2;8
12;21/11/2020;8;1;0;2
12;22/11/2020;1;1;1;0
12;23/11/2020;7;1;3;0
12;24/11/2020;0;0;4;8
12;25/11/2020;2;0;2;4
12;26/11/2020;2;0;0;5
12;27/11/2020;4;1;0;3
12;28/11/2020;3;0;4;4
12;29/11/2020;2;1;2;1
12;30/11/2020;3;0;1;4
12;01/12/2020;3;0;1;5
12;02/12/2020;0;0;1;0
12;03/12/2020;9;3;1;3
12;04/12/2020;1;2;1;5
12;05/12/2020;1;0;3;4
12;06/12/2020;2;0;1;0
12;07/12/2020;0;0;1;0
12;08/12/2020;2;0;0;4
12;09/12/2020;6;0;0;0
12;10/12/2020;3;0;0;1
12;11/12/2020;0;0;0;2
12;12/12/2020;1;0;2;2
12;13/12/2020;0;0;0;2
12;14/12/2020;3;0;0;1
12;15/12/2020;2;0;0;3
12;16/12/2020;3;0;0;10
12;17/12/2020;0;1;0;5
12;18/12/2020;3;1;1;8
12;19/12/2020;0;0;0;6
12;20/12/2020;0;0;0;1
12;21/12/2020;4;0;1;3
12;22/12/2020;0;0;0;2
12;23/12/2020;5;0;0;8
12;24/12/2020;2;0;0;3
12;25/12/2020;0;0;0;6
12;26/12/2020;0;0;0;0
12;27/12/2020;0;0;0;0
12;28/12/2020;1;0;2;0
12;29/12/2020;11;0;0;5
12;30/12/2020;4;1;0;1
12;31/12/2020;16;0;1;3
12;01/01/2021;0;0;0;1
12;02/01/2021;0;0;0;0
12;03/01/2021;7;0;0;0
12;04/01/2021;8;1;0;2
12;05/01/2021;4;0;1;1
12;06/01/2021;3;0;0;1
12;07/01/2021;6;0;1;0
12;08/01/2021;0;0;1;2
12;09/01/2021;0;0;0;0
12;10/01/2021;4;0;0;0
12;11/01/2021;10;2;0;5
12;12/01/2021;1;0;0;0
12;13/01/2021;3;0;0;0
12;14/01/2021;5;0;0;3
12;15/01/2021;2;0;1;2
12;16/01/2021;1;0;0;4
12;17/01/2021;1;0;0;0
12;18/01/2021;19;1;4;7
12;19/01/2021;6;0;1;1
12;20/01/2021;4;2;0;2
12;21/01/2021;2;0;0;1
12;22/01/2021;7;0;1;2
12;23/01/2021;4;0;0;3
12;24/01/2021;1;0;0;0
12;25/01/2021;5;1;3;4
12;26/01/2021;6;0;0;2
12;27/01/2021;5;0;2;3
12;28/01/2021;4;1;1;9
12;29/01/2021;7;1;5;2
12;30/01/2021;3;0;0;5
12;31/01/2021;2;0;0;0
12;01/02/2021;3;0;2;8
12;02/02/2021;8;0;2;26
12;03/02/2021;3;0;0;2
12;04/02/2021;2;1;0;2
12;05/02/2021;8;0;1;6
12;06/02/2021;4;0;1;5
12;07/02/2021;0;0;0;0
12;08/02/2021;7;2;3;4
12;09/02/2021;7;1;3;15
12;10/02/2021;8;1;2;3
12;11/02/2021;9;0;0;6
12;12/02/2021;2;1;0;0
12;13/02/2021;2;0;0;0
12;14/02/2021;0;0;0;0
12;15/02/2021;1;0;1;0
12;16/02/2021;4;3;0;1
12;17/02/2021;2;1;2;3
12;18/02/2021;3;0;0;1
12;19/02/2021;4;0;2;4
12;20/02/2021;0;0;0;2
12;21/02/2021;0;0;0;0
12;22/02/2021;6;2;1;2
12;23/02/2021;3;1;1;0
12;24/02/2021;4;0;1;0
12;25/02/2021;1;0;1;3
12;26/02/2021;4;0;1;10
12;27/02/2021;0;0;1;1
12;28/02/2021;0;0;0;0
12;01/03/2021;8;1;0;7
12;02/03/2021;6;2;2;5
12;03/03/2021;4;0;0;3
12;04/03/2021;1;0;0;3
12;05/03/2021;3;1;0;2
12;06/03/2021;1;0;0;2
12;07/03/2021;0;0;0;0
12;08/03/2021;4;2;2;5
12;09/03/2021;7;2;1;5
12;10/03/2021;4;1;1;19
12;11/03/2021;5;0;0;1
12;12/03/2021;3;0;0;0
12;13/03/2021;6;0;1;2
12;14/03/2021;1;0;0;0
12;15/03/2021;7;1;0;2
12;16/03/2021;4;1;0;1
12;17/03/2021;5;0;0;0
12;18/03/2021;1;0;0;3
12;19/03/2021;3;1;0;2
12;20/03/2021;2;0;0;1
12;21/03/2021;3;0;0;0
12;22/03/2021;14;3;1;6
12;23/03/2021;5;1;1;0
12;24/03/2021;5;1;2;6
12;25/03/2021;6;0;1;11
12;26/03/2021;7;0;2;3
12;27/03/2021;3;0;0;5
12;28/03/2021;1;0;0;0
12;29/03/2021;12;1;2;4
12;30/03/2021;12;1;0;10
12;31/03/2021;4;1;2;7
12;01/04/2021;2;0;3;4
12;02/04/2021;6;2;2;13
12;03/04/2021;1;0;0;4
12;04/04/2021;2;0;0;1
12;05/04/2021;0;0;0;0
12;06/04/2021;15;1;2;11
12;07/04/2021;14;1;0;8
12;08/04/2021;18;2;1;10
12;09/04/2021;11;1;1;5
12;10/04/2021;0;0;0;2
12;11/04/2021;3;0;0;0
12;12/04/2021;6;2;0;1
12;13/04/2021;12;3;2;12
12;14/04/2021;8;0;2;3
12;15/04/2021;1;1;2;1
12;16/04/2021;4;1;0;5
12;17/04/2021;5;0;0;2
12;18/04/2021;0;0;0;0
12;19/04/2021;8;1;2;5
12;20/04/2021;4;2;0;1
12;21/04/2021;9;0;1;7
12;22/04/2021;6;0;1;9
12;23/04/2021;6;1;1;5
12;24/04/2021;2;1;1;2
12;25/04/2021;0;0;0;0
12;26/04/2021;7;2;2;0
12;27/04/2021;7;1;0;3
12;28/04/2021;4;1;2;8
12;29/04/2021;8;2;0;6
12;30/04/2021;3;1;2;11
12;01/05/2021;1;0;0;1
12;02/05/2021;0;0;0;0
12;03/05/2021;12;2;1;1
12;04/05/2021;6;0;1;4
12;05/05/2021;2;0;0;6
12;06/05/2021;7;0;0;4
12;07/05/2021;3;0;0;4
12;08/05/2021;3;0;0;2
12;09/05/2021;1;0;0;0
12;10/05/2021;8;3;3;5
12;11/05/2021;2;0;0;11
12;12/05/2021;1;1;0;5
12;13/05/2021;0;0;0;1
12;14/05/2021;3;0;0;0
12;15/05/2021;2;0;1;8
12;16/05/2021;0;0;0;0
12;17/05/2021;5;3;2;1
12;18/05/2021;6;1;1;0
12;19/05/2021;3;0;0;2
12;20/05/2021;1;0;2;20
12;21/05/2021;1;0;0;3
12;22/05/2021;0;0;0;2
12;23/05/2021;0;0;0;0
12;24/05/2021;0;0;0;0
12;25/05/2021;9;1;2;5
12;26/05/2021;1;1;0;3
12;27/05/2021;0;0;2;6
12;28/05/2021;1;0;1;0
12;29/05/2021;0;0;0;0
12;30/05/2021;0;0;0;0
12;31/05/2021;4;1;0;4
12;01/06/2021;0;0;1;1
12;02/06/2021;0;0;0;2
12;03/06/2021;1;0;0;4
12;04/06/2021;1;0;0;2
12;05/06/2021;0;0;0;0
12;06/06/2021;0;0;0;0
12;07/06/2021;3;0;0;0
12;08/06/2021;0;0;2;3
12;09/06/2021;1;0;0;0
12;10/06/2021;3;1;0;0
12;11/06/2021;0;0;0;2
12;12/06/2021;0;0;0;0
12;13/06/2021;0;0;0;0
12;14/06/2021;0;0;0;0
12;15/06/2021;0;0;0;0
12;16/06/2021;0;0;0;0
12;17/06/2021;0;0;0;0
12;18/06/2021;0;0;0;3
12;19/06/2021;0;0;1;0
12;20/06/2021;0;0;0;0
12;21/06/2021;3;0;1;2
12;22/06/2021;0;0;0;1
12;23/06/2021;1;0;0;4
12;24/06/2021;0;0;1;3
12;25/06/2021;0;0;0;1
12;26/06/2021;0;0;0;0
12;27/06/2021;0;0;0;0
12;28/06/2021;0;0;0;1
12;29/06/2021;0;0;0;0
12;30/06/2021;0;0;0;2
12;01/07/2021;0;0;0;0
12;02/07/2021;0;0;0;3
12;03/07/2021;0;0;0;0
12;04/07/2021;0;0;0;0
12;05/07/2021;0;0;0;0
12;06/07/2021;0;0;0;0
12;07/07/2021;1;0;0;1
12;08/07/2021;0;0;0;0
12;09/07/2021;0;0;0;0
12;10/07/2021;0;0;0;0
12;11/07/2021;1;0;0;1
12;12/07/2021;0;0;0;0
12;13/07/2021;0;0;0;0
12;14/07/2021;0;0;0;0
12;15/07/2021;1;0;0;0
12;16/07/2021;0;0;0;1
12;17/07/2021;0;0;0;0
12;18/07/2021;0;0;0;0
12;19/07/2021;2;0;0;0
12;20/07/2021;1;0;0;1
12;21/07/2021;3;0;0;0
12;22/07/2021;5;0;0;24
12;23/07/2021;2;0;0;1
12;24/07/2021;0;0;0;0
12;25/07/2021;0;0;0;0
12;26/07/2021;1;0;0;1
12;27/07/2021;3;0;0;8
12;28/07/2021;0;0;1;0
12;29/07/2021;0;0;0;0
12;30/07/2021;4;0;0;0
12;31/07/2021;3;0;0;1
12;01/08/2021;0;0;0;0
12;02/08/2021;5;0;0;0
12;03/08/2021;4;2;0;3
12;04/08/2021;4;0;0;1
12;05/08/2021;4;0;0;3
12;06/08/2021;5;2;0;4
12;07/08/2021;0;0;0;1
12;08/08/2021;0;0;0;0
12;09/08/2021;2;0;1;1
12;10/08/2021;2;0;1;1
12;11/08/2021;9;1;0;3
12;12/08/2021;3;1;0;0
12;13/08/2021;3;2;0;0
12;14/08/2021;0;0;0;0
12;15/08/2021;1;0;0;0
12;16/08/2021;5;2;0;5
12;17/08/2021;3;0;1;3
12;18/08/2021;2;0;3;1
12;19/08/2021;3;0;2;2
12;20/08/2021;3;1;0;3
12;21/08/2021;1;0;0;1
12;22/08/2021;0;0;0;0
12;23/08/2021;4;1;0;4
12;24/08/2021;3;0;0;2
12;25/08/2021;5;0;1;0
12;26/08/2021;2;0;0;2
12;27/08/2021;1;0;0;1
12;28/08/2021;0;0;0;0
12;29/08/2021;0;0;0;0
12;30/08/2021;1;0;0;2
12;31/08/2021;9;1;0;2
12;01/09/2021;5;0;0;1
12;02/09/2021;0;1;1;2
12;03/09/2021;3;0;1;5
12;04/09/2021;2;0;0;1
12;05/09/2021;0;0;0;0
12;06/09/2021;4;2;0;6
12;07/09/2021;2;0;0;2
12;08/09/2021;1;0;3;6
12;09/09/2021;0;0;0;0
12;10/09/2021;2;0;0;1
12;11/09/2021;0;0;0;0
12;12/09/2021;0;0;0;0
12;13/09/2021;1;0;0;1
12;14/09/2021;0;0;0;0
12;15/09/2021;1;1;0;1
12;16/09/2021;1;0;0;1
12;17/09/2021;0;0;0;3
12;18/09/2021;0;0;0;0
12;19/09/2021;0;0;0;0
12;20/09/2021;1;1;1;1
12;21/09/2021;3;0;2;1
12;22/09/2021;1;0;0;2
12;23/09/2021;0;0;0;0
12;24/09/2021;0;0;0;0
12;25/09/2021;0;0;0;0
12;26/09/2021;0;0;0;0
12;27/09/2021;1;0;0;1
12;28/09/2021;2;0;0;1
12;29/09/2021;0;0;0;2
12;30/09/2021;1;0;0;0
12;01/10/2021;2;0;0;0
12;02/10/2021;0;0;0;0
12;03/10/2021;0;0;0;0
12;04/10/2021;0;0;0;1
12;05/10/2021;2;0;1;4
12;06/10/2021;0;0;0;0
12;07/10/2021;0;0;0;0
12;08/10/2021;0;0;0;2
